"TIME","GEO","INDIC_HE","SEX","UNIT","Value","Flag and Footnotes"
"2012","Germany (until 1990 former territory of the FRG)","Health expectancy in absolute values at birth ","Males","Year","72.9",""
"2012","Germany (until 1990 former territory of the FRG)","Health expectancy in absolute values at birth ","Females","Year","76.3",""
"2012","Germany (until 1990 former territory of the FRG)","Health expectancy in absolute values at 50","Total","Year","27.2",""
"2012","Germany (until 1990 former territory of the FRG)","Health expectancy in absolute values at 50","Males","Year","25.6",""
"2012","Germany (until 1990 former territory of the FRG)","Health expectancy in absolute values at 50","Females","Year","28.5",""
"2012","Germany (until 1990 former territory of the FRG)","Health expectancy in absolute values at 65","Total","Year","15.8",""
"2012","Germany (until 1990 former territory of the FRG)","Health expectancy in absolute values at 65","Males","Year","14.8",""
"2012","Germany (until 1990 former territory of the FRG)","Health expectancy in absolute values at 65","Females","Year","16.5",""
"2012","Estonia","Health expectancy in absolute values at birth ","Total","Year","66.8",""
"2012","Estonia","Health expectancy in absolute values at birth ","Males","Year","63.3",""
"2012","Estonia","Health expectancy in absolute values at birth ","Females","Year","69.9",""
"2012","Estonia","Health expectancy in absolute values at 50","Total","Year","20.7",""
"2012","Estonia","Health expectancy in absolute values at 50","Males","Year","18.5",""
"2012","Estonia","Health expectancy in absolute values at 50","Females","Year","22.4",""
"2012","Estonia","Health expectancy in absolute values at 65","Total","Year","11.1",""
"2012","Estonia","Health expectancy in absolute values at 65","Males","Year","10.3",""
"2012","Estonia","Health expectancy in absolute values at 65","Females","Year","11.6",""
"2012","Ireland","Health expectancy in absolute values at birth ","Total","Year","78.6",""
"2012","Ireland","Health expectancy in absolute values at birth ","Males","Year","76.3",""
"2012","Ireland","Health expectancy in absolute values at birth ","Females","Year","80.8",""
"2012","Ireland","Health expectancy in absolute values at 50","Total","Year","30.8",""
"2012","Ireland","Health expectancy in absolute values at 50","Males","Year","28.7",""
"2012","Ireland","Health expectancy in absolute values at 50","Females","Year","32.7",""
"2012","Ireland","Health expectancy in absolute values at 65","Total","Year","18.2",""
"2012","Ireland","Health expectancy in absolute values at 65","Males","Year","16.5",""
"2012","Ireland","Health expectancy in absolute values at 65","Females","Year","19.9",""
"2012","Greece","Health expectancy in absolute values at birth ","Total","Year","74.0",""
"2012","Greece","Health expectancy in absolute values at birth ","Males","Year","72.6",""
"2012","Greece","Health expectancy in absolute values at birth ","Females","Year","75.4",""
"2012","Greece","Health expectancy in absolute values at 50","Total","Year","26.1",""
"2012","Greece","Health expectancy in absolute values at 50","Males","Year","25.3",""
"2012","Greece","Health expectancy in absolute values at 50","Females","Year","26.9",""
"2012","Greece","Health expectancy in absolute values at 65","Total","Year","14.1",""
"2012","Greece","Health expectancy in absolute values at 65","Males","Year","13.8",""
"2012","Greece","Health expectancy in absolute values at 65","Females","Year","14.3",""
"2012","Spain","Health expectancy in absolute values at birth ","Total","Year","75.9",""
"2012","Spain","Health expectancy in absolute values at birth ","Males","Year","74.2",""
"2012","Spain","Health expectancy in absolute values at birth ","Females","Year","77.5",""
"2012","Spain","Health expectancy in absolute values at 50","Total","Year","27.8",""
"2012","Spain","Health expectancy in absolute values at 50","Males","Year","26.4",""
"2012","Spain","Health expectancy in absolute values at 50","Females","Year","29.1",""
"2012","Spain","Health expectancy in absolute values at 65","Total","Year","15.6",""
"2012","Spain","Health expectancy in absolute values at 65","Males","Year","14.7",""
"2012","Spain","Health expectancy in absolute values at 65","Females","Year","16.4",""
"2012","France","Health expectancy in absolute values at birth ","Total","Year","75.6",""
"2012","France","Health expectancy in absolute values at birth ","Males","Year","73.3",""
"2012","France","Health expectancy in absolute values at birth ","Females","Year","77.8",""
"2012","France","Health expectancy in absolute values at 50","Total","Year","28.6",""
"2012","France","Health expectancy in absolute values at 50","Males","Year","26.6",""
"2012","France","Health expectancy in absolute values at 50","Females","Year","30.5",""
"2012","France","Health expectancy in absolute values at 65","Total","Year","16.9",""
"2012","France","Health expectancy in absolute values at 65","Males","Year","15.3",""
"2012","France","Health expectancy in absolute values at 65","Females","Year","18.2",""
"2012","Croatia","Health expectancy in absolute values at birth ","Total","Year","64.3",""
"2012","Croatia","Health expectancy in absolute values at birth ","Males","Year","63.0",""
"2012","Croatia","Health expectancy in absolute values at birth ","Females","Year","65.6",""
"2012","Croatia","Health expectancy in absolute values at 50","Total","Year","17.7",""
"2012","Croatia","Health expectancy in absolute values at 50","Males","Year","16.8",""
"2012","Croatia","Health expectancy in absolute values at 50","Females","Year","18.6",""
"2012","Croatia","Health expectancy in absolute values at 65","Total","Year","8.3",""
"2012","Croatia","Health expectancy in absolute values at 65","Males","Year","8.3",""
"2012","Croatia","Health expectancy in absolute values at 65","Females","Year","8.4",""
"2012","Italy","Health expectancy in absolute values at birth ","Total","Year","73.5",""
"2012","Italy","Health expectancy in absolute values at birth ","Males","Year","72.5",""
"2012","Italy","Health expectancy in absolute values at birth ","Females","Year","74.4",""
"2012","Italy","Health expectancy in absolute values at 50","Total","Year","25.8",""
"2012","Italy","Health expectancy in absolute values at 50","Males","Year","25.1",""
"2012","Italy","Health expectancy in absolute values at 50","Females","Year","26.4",""
"2012","Italy","Health expectancy in absolute values at 65","Total","Year","13.7",""
"2012","Italy","Health expectancy in absolute values at 65","Males","Year","13.3",""
"2012","Italy","Health expectancy in absolute values at 65","Females","Year","14.0",""
"2012","Cyprus","Health expectancy in absolute values at birth ","Total","Year","74.7",""
"2012","Cyprus","Health expectancy in absolute values at birth ","Males","Year","73.5",""
"2012","Cyprus","Health expectancy in absolute values at birth ","Females","Year","75.8",""
"2012","Cyprus","Health expectancy in absolute values at 50","Total","Year","26.7",""
"2012","Cyprus","Health expectancy in absolute values at 50","Males","Year","26.1",""
"2012","Cyprus","Health expectancy in absolute values at 50","Females","Year","27.2",""
"2012","Cyprus","Health expectancy in absolute values at 65","Total","Year","14.0",""
"2012","Cyprus","Health expectancy in absolute values at 65","Males","Year","13.9",""
"2012","Cyprus","Health expectancy in absolute values at 65","Females","Year","14.1",""
"2012","Latvia","Health expectancy in absolute values at birth ","Total","Year","65.4",""
"2012","Latvia","Health expectancy in absolute values at birth ","Males","Year","61.9",""
"2012","Latvia","Health expectancy in absolute values at birth ","Females","Year","68.6",""
"2012","Latvia","Health expectancy in absolute values at 50","Total","Year","19.8",""
"2012","Latvia","Health expectancy in absolute values at 50","Males","Year","17.5",""
"2012","Latvia","Health expectancy in absolute values at 50","Females","Year","21.7",""
"2012","Latvia","Health expectancy in absolute values at 65","Total","Year","9.9",""
"2012","Latvia","Health expectancy in absolute values at 65","Males","Year","8.7",""
"2012","Latvia","Health expectancy in absolute values at 65","Females","Year","10.8",""
"2012","Lithuania","Health expectancy in absolute values at birth ","Total","Year","62.8",""
"2012","Lithuania","Health expectancy in absolute values at birth ","Males","Year","60.3",""
"2012","Lithuania","Health expectancy in absolute values at birth ","Females","Year","65.3",""
"2012","Lithuania","Health expectancy in absolute values at 50","Total","Year","17.2",""
"2012","Lithuania","Health expectancy in absolute values at 50","Males","Year","16.2",""
"2012","Lithuania","Health expectancy in absolute values at 50","Females","Year","18.2",""
"2012","Lithuania","Health expectancy in absolute values at 65","Total","Year","7.7",""
"2012","Lithuania","Health expectancy in absolute values at 65","Males","Year","8.0",""
"2012","Lithuania","Health expectancy in absolute values at 65","Females","Year","7.6",""
"2012","Luxembourg","Health expectancy in absolute values at birth ","Total","Year","75.5",""
"2012","Luxembourg","Health expectancy in absolute values at birth ","Males","Year","74.0",""
"2012","Luxembourg","Health expectancy in absolute values at birth ","Females","Year","77.0",""
"2012","Luxembourg","Health expectancy in absolute values at 50","Total","Year","27.8",""
"2012","Luxembourg","Health expectancy in absolute values at 50","Males","Year","26.3",""
"2012","Luxembourg","Health expectancy in absolute values at 50","Females","Year","29.1",""
"2012","Luxembourg","Health expectancy in absolute values at 65","Total","Year","16.3",""
"2012","Luxembourg","Health expectancy in absolute values at 65","Males","Year","15.1",""
"2012","Luxembourg","Health expectancy in absolute values at 65","Females","Year","17.4",""
"2012","Hungary","Health expectancy in absolute values at birth ","Total","Year","65.5",""
"2012","Hungary","Health expectancy in absolute values at birth ","Males","Year","63.9",""
"2012","Hungary","Health expectancy in absolute values at birth ","Females","Year","67.0",""
"2012","Hungary","Health expectancy in absolute values at 50","Total","Year","18.8",""
"2012","Hungary","Health expectancy in absolute values at 50","Males","Year","17.6",""
"2012","Hungary","Health expectancy in absolute values at 50","Females","Year","19.9",""
"2012","Hungary","Health expectancy in absolute values at 65","Total","Year","9.6",""
"2012","Hungary","Health expectancy in absolute values at 65","Males","Year","9.2",""
"2012","Hungary","Health expectancy in absolute values at 65","Females","Year","9.8",""
"2012","Malta","Health expectancy in absolute values at birth ","Total","Year","77.8",""
"2012","Malta","Health expectancy in absolute values at birth ","Males","Year","76.4",""
"2012","Malta","Health expectancy in absolute values at birth ","Females","Year","79.1",""
"2012","Malta","Health expectancy in absolute values at 50","Total","Year","29.7",""
"2012","Malta","Health expectancy in absolute values at 50","Males","Year","28.4",""
"2012","Malta","Health expectancy in absolute values at 50","Females","Year","30.9",""
"2012","Malta","Health expectancy in absolute values at 65","Total","Year","17.0",""
"2012","Malta","Health expectancy in absolute values at 65","Males","Year","15.9",""
"2012","Malta","Health expectancy in absolute values at 65","Females","Year","17.8",""
"2012","Netherlands","Health expectancy in absolute values at birth ","Total","Year","77.3",""
"2012","Netherlands","Health expectancy in absolute values at birth ","Males","Year","76.1",""
"2012","Netherlands","Health expectancy in absolute values at birth ","Females","Year","78.5",""
"2012","Netherlands","Health expectancy in absolute values at 50","Total","Year","29.7",""
"2012","Netherlands","Health expectancy in absolute values at 50","Males","Year","28.3",""
"2012","Netherlands","Health expectancy in absolute values at 50","Females","Year","30.9",""
"2012","Netherlands","Health expectancy in absolute values at 65","Total","Year","17.6",""
"2012","Netherlands","Health expectancy in absolute values at 65","Males","Year","16.3",""
"2012","Netherlands","Health expectancy in absolute values at 65","Females","Year","18.7",""
"2012","Austria","Health expectancy in absolute values at birth ","Total","Year","74.4",""
"2012","Austria","Health expectancy in absolute values at birth ","Males","Year","72.6",""
"2012","Austria","Health expectancy in absolute values at birth ","Females","Year","76.1",""
"2012","Austria","Health expectancy in absolute values at 50","Total","Year","27.1",""
"2012","Austria","Health expectancy in absolute values at 50","Males","Year","25.5",""
"2012","Austria","Health expectancy in absolute values at 50","Females","Year","28.6",""
"2012","Austria","Health expectancy in absolute values at 65","Total","Year","15.6",""
"2012","Austria","Health expectancy in absolute values at 65","Males","Year","14.5",""
"2012","Austria","Health expectancy in absolute values at 65","Females","Year","16.5",""
"2012","Poland","Health expectancy in absolute values at birth ","Total","Year","66.7",""
"2012","Poland","Health expectancy in absolute values at birth ","Males","Year","64.3",""
"2012","Poland","Health expectancy in absolute values at birth ","Females","Year","69.2",""
"2012","Poland","Health expectancy in absolute values at 50","Total","Year","20.1",""
"2012","Poland","Health expectancy in absolute values at 50","Males","Year","18.5",""
"2012","Poland","Health expectancy in absolute values at 50","Females","Year","21.7",""
"2012","Poland","Health expectancy in absolute values at 65","Total","Year","10.1",""
"2012","Poland","Health expectancy in absolute values at 65","Males","Year","9.3",""
"2012","Poland","Health expectancy in absolute values at 65","Females","Year","10.7",""
"2012","Portugal","Health expectancy in absolute values at birth ","Total","Year","68.1",""
"2012","Portugal","Health expectancy in absolute values at birth ","Males","Year","67.9",""
"2012","Portugal","Health expectancy in absolute values at birth ","Females","Year","68.4",""
"2012","Portugal","Health expectancy in absolute values at 50","Total","Year","21.2",""
"2012","Portugal","Health expectancy in absolute values at 50","Males","Year","21.4",""
"2012","Portugal","Health expectancy in absolute values at 50","Females","Year","21.0",""
"2012","Portugal","Health expectancy in absolute values at 65","Total","Year","10.7",""
"2012","Portugal","Health expectancy in absolute values at 65","Males","Year","11.0",""
"2012","Portugal","Health expectancy in absolute values at 65","Females","Year","10.5",""
"2012","Romania","Health expectancy in absolute values at birth ","Total","Year","68.1",""
"2012","Romania","Health expectancy in absolute values at birth ","Males","Year","66.1",""
"2012","Romania","Health expectancy in absolute values at birth ","Females","Year","70.1",""
"2012","Romania","Health expectancy in absolute values at 50","Total","Year","21.7",""
"2012","Romania","Health expectancy in absolute values at 50","Males","Year","20.6",""
"2012","Romania","Health expectancy in absolute values at 50","Females","Year","22.8",""
"2012","Romania","Health expectancy in absolute values at 65","Total","Year","11.3",""
"2012","Romania","Health expectancy in absolute values at 65","Males","Year","10.8",""
"2012","Romania","Health expectancy in absolute values at 65","Females","Year","11.7",""
"2012","Slovenia","Health expectancy in absolute values at birth ","Total","Year","70.9",""
"2012","Slovenia","Health expectancy in absolute values at birth ","Males","Year","69.3",""
"2012","Slovenia","Health expectancy in absolute values at birth ","Females","Year","72.5",""
"2012","Slovenia","Health expectancy in absolute values at 50","Total","Year","23.7",""
"2012","Slovenia","Health expectancy in absolute values at 50","Males","Year","22.5",""
"2012","Slovenia","Health expectancy in absolute values at 50","Females","Year","24.9",""
"2012","Slovenia","Health expectancy in absolute values at 65","Total","Year","12.8",""
"2012","Slovenia","Health expectancy in absolute values at 65","Males","Year","12.1",""
"2012","Slovenia","Health expectancy in absolute values at 65","Females","Year","13.3",""
"2012","Slovakia","Health expectancy in absolute values at birth ","Total","Year","66.9",""
"2012","Slovakia","Health expectancy in absolute values at birth ","Males","Year","65.1",""
"2012","Slovakia","Health expectancy in absolute values at birth ","Females","Year","68.7",""
"2012","Slovakia","Health expectancy in absolute values at 50","Total","Year","19.9",""
"2012","Slovakia","Health expectancy in absolute values at 50","Males","Year","18.7",""
"2012","Slovakia","Health expectancy in absolute values at 50","Females","Year","21.1",""
"2012","Slovakia","Health expectancy in absolute values at 65","Total","Year","9.4",""
"2012","Slovakia","Health expectancy in absolute values at 65","Males","Year","9.0",""
"2012","Slovakia","Health expectancy in absolute values at 65","Females","Year","9.8",""
"2012","Finland","Health expectancy in absolute values at birth ","Total","Year","76.1",""
"2012","Finland","Health expectancy in absolute values at birth ","Males","Year","73.6",""
"2012","Finland","Health expectancy in absolute values at birth ","Females","Year","78.6",""
"2012","Finland","Health expectancy in absolute values at 50","Total","Year","28.5",""
"2012","Finland","Health expectancy in absolute values at 50","Males","Year","26.4",""
"2012","Finland","Health expectancy in absolute values at 50","Females","Year","30.6",""
"2012","Finland","Health expectancy in absolute values at 65","Total","Year","16.8",""
"2012","Finland","Health expectancy in absolute values at 65","Males","Year","15.3",""
"2012","Finland","Health expectancy in absolute values at 65","Females","Year","18.1",""
"2012","Sweden","Health expectancy in absolute values at birth ","Total","Year","78.2",""
"2012","Sweden","Health expectancy in absolute values at birth ","Males","Year","76.7",""
"2012","Sweden","Health expectancy in absolute values at birth ","Females","Year","79.7",""
"2012","Sweden","Health expectancy in absolute values at 50","Total","Year","30.7",""
"2012","Sweden","Health expectancy in absolute values at 50","Males","Year","29.2",""
"2012","Sweden","Health expectancy in absolute values at 50","Females","Year","32.0",""
"2012","Sweden","Health expectancy in absolute values at 65","Total","Year","18.3",""
"2012","Sweden","Health expectancy in absolute values at 65","Males","Year","16.8",""
"2012","Sweden","Health expectancy in absolute values at 65","Females","Year","19.5",""
"2012","United Kingdom","Health expectancy in absolute values at birth ","Total","Year","75.0",""
"2012","United Kingdom","Health expectancy in absolute values at birth ","Males","Year","73.8",""
"2012","United Kingdom","Health expectancy in absolute values at birth ","Females","Year","76.2",""
"2012","United Kingdom","Health expectancy in absolute values at 50","Total","Year","28.1",""
"2012","United Kingdom","Health expectancy in absolute values at 50","Males","Year","27.0",""
"2012","United Kingdom","Health expectancy in absolute values at 50","Females","Year","29.2",""
"2012","United Kingdom","Health expectancy in absolute values at 65","Total","Year","16.5",""
"2012","United Kingdom","Health expectancy in absolute values at 65","Males","Year","15.5",""
"2012","United Kingdom","Health expectancy in absolute values at 65","Females","Year","17.4",""
"2012","Iceland","Health expectancy in absolute values at birth ","Total","Year","78.6",""
"2012","Iceland","Health expectancy in absolute values at birth ","Males","Year","78.4",""
"2012","Iceland","Health expectancy in absolute values at birth ","Females","Year","78.8",""
"2012","Iceland","Health expectancy in absolute values at 50","Total","Year","31.0",""
"2012","Iceland","Health expectancy in absolute values at 50","Males","Year","31.3",""
"2012","Iceland","Health expectancy in absolute values at 50","Females","Year","30.6",""
"2012","Iceland","Health expectancy in absolute values at 65","Total","Year","18.6",""
"2012","Iceland","Health expectancy in absolute values at 65","Males","Year","18.9",""
"2012","Iceland","Health expectancy in absolute values at 65","Females","Year","18.4",""
"2012","Norway","Health expectancy in absolute values at birth ","Total","Year","77.0",""
"2012","Norway","Health expectancy in absolute values at birth ","Males","Year","75.3",""
"2012","Norway","Health expectancy in absolute values at birth ","Females","Year","78.6",""
"2012","Norway","Health expectancy in absolute values at 50","Total","Year","30.1",""
"2012","Norway","Health expectancy in absolute values at 50","Males","Year","28.4",""
"2012","Norway","Health expectancy in absolute values at 50","Females","Year","31.6",""
"2012","Norway","Health expectancy in absolute values at 65","Total","Year","17.9",""
"2012","Norway","Health expectancy in absolute values at 65","Males","Year","16.3",""
"2012","Norway","Health expectancy in absolute values at 65","Females","Year","19.2",""
"2012","Switzerland","Health expectancy in absolute values at birth ","Total","Year","80.5",""
"2012","Switzerland","Health expectancy in absolute values at birth ","Males","Year","78.6",""
"2012","Switzerland","Health expectancy in absolute values at birth ","Females","Year","82.3",""
"2012","Switzerland","Health expectancy in absolute values at 50","Total","Year","32.4",""
"2012","Switzerland","Health expectancy in absolute values at 50","Males","Year","30.7",""
"2012","Switzerland","Health expectancy in absolute values at 50","Females","Year","33.9",""
"2012","Switzerland","Health expectancy in absolute values at 65","Total","Year","19.8",""
"2012","Switzerland","Health expectancy in absolute values at 65","Males","Year","18.3",""
"2012","Switzerland","Health expectancy in absolute values at 65","Females","Year","21.1",""
"2013","European Union - 27 countries (from 2020)","Health expectancy in absolute values at birth ","Total","Year","73.3",""
"2013","European Union - 27 countries (from 2020)","Health expectancy in absolute values at birth ","Males","Year","71.7",""
"2013","European Union - 27 countries (from 2020)","Health expectancy in absolute values at birth ","Females","Year","74.9",""
"2013","European Union - 27 countries (from 2020)","Health expectancy in absolute values at 50","Total","Year","26.0",""
"2013","European Union - 27 countries (from 2020)","Health expectancy in absolute values at 50","Males","Year","24.7",""
"2013","European Union - 27 countries (from 2020)","Health expectancy in absolute values at 50","Females","Year","27.2",""
"2013","European Union - 27 countries (from 2020)","Health expectancy in absolute values at 65","Total","Year","14.7",""
"2013","European Union - 27 countries (from 2020)","Health expectancy in absolute values at 65","Males","Year","13.9",""
"2013","European Union - 27 countries (from 2020)","Health expectancy in absolute values at 65","Females","Year","15.3",""
"2013","European Union - 28 countries (2013-2020)","Health expectancy in absolute values at birth ","Total","Year","73.5",""
"2013","European Union - 28 countries (2013-2020)","Health expectancy in absolute values at birth ","Males","Year","71.9",""
"2013","European Union - 28 countries (2013-2020)","Health expectancy in absolute values at birth ","Females","Year","75.1",""
"2013","European Union - 28 countries (2013-2020)","Health expectancy in absolute values at 50","Total","Year","26.2",""
"2013","European Union - 28 countries (2013-2020)","Health expectancy in absolute values at 50","Males","Year","24.9",""
"2013","European Union - 28 countries (2013-2020)","Health expectancy in absolute values at 50","Females","Year","27.5",""
"2013","European Union - 28 countries (2013-2020)","Health expectancy in absolute values at 65","Total","Year","14.9",""
"2013","European Union - 28 countries (2013-2020)","Health expectancy in absolute values at 65","Males","Year","14.1",""
"2013","European Union - 28 countries (2013-2020)","Health expectancy in absolute values at 65","Females","Year","15.5",""
"2013","European Union - 27 countries (2007-2013)","Health expectancy in absolute values at birth ","Total","Year",":",""
"2013","European Union - 27 countries (2007-2013)","Health expectancy in absolute values at birth ","Males","Year",":",""
"2013","European Union - 27 countries (2007-2013)","Health expectancy in absolute values at birth ","Females","Year",":",""
"2013","European Union - 27 countries (2007-2013)","Health expectancy in absolute values at 50","Total","Year",":",""
"2013","European Union - 27 countries (2007-2013)","Health expectancy in absolute values at 50","Males","Year",":",""
"2013","European Union - 27 countries (2007-2013)","Health expectancy in absolute values at 50","Females","Year",":",""
"2013","European Union - 27 countries (2007-2013)","Health expectancy in absolute values at 65","Total","Year",":",""
"2013","European Union - 27 countries (2007-2013)","Health expectancy in absolute values at 65","Males","Year",":",""
"2013","European Union - 27 countries (2007-2013)","Health expectancy in absolute values at 65","Females","Year",":",""
"2013","Belgium","Health expectancy in absolute values at birth ","Total","Year","74.6",""
"2013","Belgium","Health expectancy in absolute values at birth ","Males","Year","73.3",""
"2013","Belgium","Health expectancy in absolute values at birth ","Females","Year","75.8",""
"2013","Belgium","Health expectancy in absolute values at 50","Total","Year","27.7",""
"2013","Belgium","Health expectancy in absolute values at 50","Males","Year","26.6",""
"2013","Belgium","Health expectancy in absolute values at 50","Females","Year","28.7",""
"2013","Belgium","Health expectancy in absolute values at 65","Total","Year","16.1",""
"2013","Belgium","Health expectancy in absolute values at 65","Males","Year","15.3",""
"2013","Belgium","Health expectancy in absolute values at 65","Females","Year","16.7",""
"2013","Bulgaria","Health expectancy in absolute values at birth ","Total","Year","68.4",""
"2013","Bulgaria","Health expectancy in absolute values at birth ","Males","Year","66.0",""
"2013","Bulgaria","Health expectancy in absolute values at birth ","Females","Year","70.9",""
"2013","Bulgaria","Health expectancy in absolute values at 50","Total","Year","21.8",""
"2013","Bulgaria","Health expectancy in absolute values at 50","Males","Year","20.0",""
"2013","Bulgaria","Health expectancy in absolute values at 50","Females","Year","23.5",""
"2013","Bulgaria","Health expectancy in absolute values at 65","Total","Year","10.9",""
"2013","Bulgaria","Health expectancy in absolute values at 65","Males","Year","10.1",""
"2013","Bulgaria","Health expectancy in absolute values at 65","Females","Year","11.6",""
"2013","Czechia","Health expectancy in absolute values at birth ","Total","Year","70.4",""
"2013","Czechia","Health expectancy in absolute values at birth ","Males","Year","68.6",""
"2013","Czechia","Health expectancy in absolute values at birth ","Females","Year","72.2",""
"2013","Czechia","Health expectancy in absolute values at 50","Total","Year","23.0",""
"2013","Czechia","Health expectancy in absolute values at 50","Males","Year","21.7",""
"2013","Czechia","Health expectancy in absolute values at 50","Females","Year","24.3",""
"2013","Czechia","Health expectancy in absolute values at 65","Total","Year","12.2",""
"2013","Czechia","Health expectancy in absolute values at 65","Males","Year","11.6",""
"2013","Czechia","Health expectancy in absolute values at 65","Females","Year","12.7",""
"2013","Denmark","Health expectancy in absolute values at birth ","Total","Year","75.4",""
"2013","Denmark","Health expectancy in absolute values at birth ","Males","Year","74.3",""
"2013","Denmark","Health expectancy in absolute values at birth ","Females","Year","76.5",""
"2013","Denmark","Health expectancy in absolute values at 50","Total","Year","28.4",""
"2013","Denmark","Health expectancy in absolute values at 50","Males","Year","27.1",""
"2013","Denmark","Health expectancy in absolute values at 50","Females","Year","29.5",""
"2013","Denmark","Health expectancy in absolute values at 65","Total","Year","16.8",""
"2013","Denmark","Health expectancy in absolute values at 65","Males","Year","15.9",""
"2013","Denmark","Health expectancy in absolute values at 65","Females","Year","17.7",""
"2013","Germany (until 1990 former territory of the FRG)","Health expectancy in absolute values at birth ","Total","Year","75.2",""
"2013","Germany (until 1990 former territory of the FRG)","Health expectancy in absolute values at birth ","Males","Year","73.6",""
"2013","Germany (until 1990 former territory of the FRG)","Health expectancy in absolute values at birth ","Females","Year","76.6",""
"2013","Germany (until 1990 former territory of the FRG)","Health expectancy in absolute values at 50","Total","Year","27.7",""
"2013","Germany (until 1990 former territory of the FRG)","Health expectancy in absolute values at 50","Males","Year","26.2",""
"2013","Germany (until 1990 former territory of the FRG)","Health expectancy in absolute values at 50","Females","Year","29.0",""
"2013","Germany (until 1990 former territory of the FRG)","Health expectancy in absolute values at 65","Total","Year","16.3",""
"2013","Germany (until 1990 former territory of the FRG)","Health expectancy in absolute values at 65","Males","Year","15.3",""
"2013","Germany (until 1990 former territory of the FRG)","Health expectancy in absolute values at 65","Females","Year","17.0",""
"2013","Estonia","Health expectancy in absolute values at birth ","Total","Year","67.5",""
"2013","Estonia","Health expectancy in absolute values at birth ","Males","Year","64.6",""
"2013","Estonia","Health expectancy in absolute values at birth ","Females","Year","70.1",""
"2013","Estonia","Health expectancy in absolute values at 50","Total","Year","20.9",""
"2013","Estonia","Health expectancy in absolute values at 50","Males","Year","18.8",""
"2013","Estonia","Health expectancy in absolute values at 50","Females","Year","22.5",""
"2013","Estonia","Health expectancy in absolute values at 65","Total","Year","11.0",""
"2013","Estonia","Health expectancy in absolute values at 65","Males","Year","10.0",""
"2013","Estonia","Health expectancy in absolute values at 65","Females","Year","11.6",""
"2013","Ireland","Health expectancy in absolute values at birth ","Total","Year","78.1",""
"2013","Ireland","Health expectancy in absolute values at birth ","Males","Year","76.3",""
"2013","Ireland","Health expectancy in absolute values at birth ","Females","Year","79.9",""
"2013","Ireland","Health expectancy in absolute values at 50","Total","Year","30.2",""
"2013","Ireland","Health expectancy in absolute values at 50","Males","Year","28.7",""
"2013","Ireland","Health expectancy in absolute values at 50","Females","Year","31.8",""
"2013","Ireland","Health expectancy in absolute values at 65","Total","Year","17.8",""
"2013","Ireland","Health expectancy in absolute values at 65","Males","Year","16.4",""
"2013","Ireland","Health expectancy in absolute values at 65","Females","Year","19.1",""
"2013","Greece","Health expectancy in absolute values at birth ","Total","Year","73.7",""
"2013","Greece","Health expectancy in absolute values at birth ","Males","Year","72.4",""
"2013","Greece","Health expectancy in absolute values at birth ","Females","Year","74.9",""
"2013","Greece","Health expectancy in absolute values at 50","Total","Year","25.8",""
"2013","Greece","Health expectancy in absolute values at 50","Males","Year","25.0",""
"2013","Greece","Health expectancy in absolute values at 50","Females","Year","26.6",""
"2013","Greece","Health expectancy in absolute values at 65","Total","Year","13.9",""
"2013","Greece","Health expectancy in absolute values at 65","Males","Year","13.7",""
"2013","Greece","Health expectancy in absolute values at 65","Females","Year","14.0",""
"2013","Spain","Health expectancy in absolute values at birth ","Total","Year","76.2",""
"2013","Spain","Health expectancy in absolute values at birth ","Males","Year","74.7",""
"2013","Spain","Health expectancy in absolute values at birth ","Females","Year","77.7",""
"2013","Spain","Health expectancy in absolute values at 50","Total","Year","28.1",""
"2013","Spain","Health expectancy in absolute values at 50","Males","Year","26.7",""
"2013","Spain","Health expectancy in absolute values at 50","Females","Year","29.3",""
"2013","Spain","Health expectancy in absolute values at 65","Total","Year","15.9",""
"2013","Spain","Health expectancy in absolute values at 65","Males","Year","14.9",""
"2013","Spain","Health expectancy in absolute values at 65","Females","Year","16.8",""
"2013","France","Health expectancy in absolute values at birth ","Total","Year","75.8",""
"2013","France","Health expectancy in absolute values at birth ","Males","Year","73.4",""
"2013","France","Health expectancy in absolute values at birth ","Females","Year","78.1",""
"2013","France","Health expectancy in absolute values at 50","Total","Year","28.9",""
"2013","France","Health expectancy in absolute values at 50","Males","Year","26.7",""
"2013","France","Health expectancy in absolute values at 50","Females","Year","31.0",""
"2013","France","Health expectancy in absolute values at 65","Total","Year","17.3",""
"2013","France","Health expectancy in absolute values at 65","Males","Year","15.7",""
"2013","France","Health expectancy in absolute values at 65","Females","Year","18.8",""
"2013","Croatia","Health expectancy in absolute values at birth ","Total","Year","65.0",""
"2013","Croatia","Health expectancy in absolute values at birth ","Males","Year","63.1",""
"2013","Croatia","Health expectancy in absolute values at birth ","Females","Year","66.9",""
"2013","Croatia","Health expectancy in absolute values at 50","Total","Year","18.3",""
"2013","Croatia","Health expectancy in absolute values at 50","Males","Year","17.3",""
"2013","Croatia","Health expectancy in absolute values at 50","Females","Year","19.3",""
"2013","Croatia","Health expectancy in absolute values at 65","Total","Year","8.8",""
"2013","Croatia","Health expectancy in absolute values at 65","Males","Year","8.7",""
"2013","Croatia","Health expectancy in absolute values at 65","Females","Year","9.0",""
"2013","Italy","Health expectancy in absolute values at birth ","Total","Year","73.8",""
"2013","Italy","Health expectancy in absolute values at birth ","Males","Year","72.8",""
